key,x,y,width,height
1361,7,21,14,2
1362,14,8,9,1
1363,21,16,2,6
1364,1,1,16,9
1365,21,13,1,5
1366,2,15,7,1
1367,1,13,20,8
1368,11,4,12,6
1369,3,19,9,1
1370,14,7,1,10
1371,8,5,1,5
1372,15,3,8,19
1373,8,11,8,8
1374,12,20,9,1
1375,19,20,4,1
1376,11,15,5,1
1377,11,14,6,2
1378,21,13,1,10
1379,13,13,8,6
1380,2,8,13,10
1381,6,2,4,2
1382,1,1,4,6
1383,21,4,1,12
1384,21,18,2,3
1385,5,12,15,6
1386,16,15,2,4
1387,5,7,18,11
1388,11,12,5,5
1389,10,2,4,12
1390,20,10,1,4
1391,9,8,13,14
1392,16,8,5,5
1393,10,20,9,2
1394,6,22,15,1
1395,8,9,13,10
1396,5,0,12,23
1397,11,8,10,3
1398,3,12,14,7
1399,4,15,19,7
1400,6,20,2,2
1401,21,20,1,1
1402,12,18,2,4
1403,13,10,10,9
1404,21,1,1,6
1405,6,16,16,1
1406,13,17,10,6
1407,2,18,19,2
1408,8,0,10,2
1409,22,5,1,7
1410,16,12,5,7
1411,6,2,12,21
1412,16,17,7,5
1413,1,12,14,8
1414,20,1,2,3
1415,14,14,3,1
1416,21,6,2,17
1417,0,17,11,3
1418,20,14,3,2
1419,9,0,6,5
1420,11,1,7,2
1421,5,4,1,6
1422,18,3,3,1
1423,2,2,15,11
1424,20,15,3,4
1425,9,2,13,21
1426,6,10,7,12
1427,7,2,10,13
1428,14,6,2,17
1429,4,7,8,10
1430,10,22,7,1
1431,9,20,12,2
1432,7,3,7,6
1433,1,22,13,1
1434,11,2,7,7
1435,3,16,8,3
1436,7,11,16,6
1437,13,20,5,2
1438,22,17,1,2
1439,0,18,4,4
1440,6,4,16,6
1441,19,1,1,18
1442,4,3,16,19
1443,13,18,7,4
1444,17,17,2,5
1445,17,6,2,14
1446,7,1,15,2
1447,13,3,10,3
1448,6,5,2,15
1449,21,11,2,1
1450,10,17,3,3
1451,17,1,1,19
1452,4,10,15,6
1453,14,6,8,6
1454,0,10,17,4
1455,17,6,3,17
1456,22,8,1,2
1457,13,8,4,10
1458,18,10,5,4
1459,4,19,6,4
1460,22,4,1,1
1461,19,9,1,4
1462,22,22,1,1
1463,10,10,9,12
1464,6,0,13,18
1465,12,0,2,20
1466,10,12,12,2
1467,16,21,4,1
1468,18,1,2,6
1469,3,12,17,1
1470,14,19,8,3
1471,7,6,11,14
1472,21,1,2,10
1473,19,19,3,1
1474,22,11,1,11
1475,12,22,9,1
1476,22,17,1,4
1477,5,12,16,3
1478,13,22,9,1
1479,10,4,4,9
1480,22,14,1,3
1481,10,0,10,21
1482,7,5,6,11
1483,9,22,2,1
1484,20,19,2,1
1485,5,21,5,2
1486,22,16,1,1
1487,18,1,1,18
1488,19,20,1,3
1489,12,21,2,2
1490,3,16,11,2
1491,15,12,4,5
1492,10,6,8,13
1493,6,15,11,2
1494,18,6,2,14
1495,9,2,13,21
1496,13,1,4,18
1497,18,20,1,1
1498,12,1,4,15
1499,3,1,7,16
1500,7,10,5,4
1501,2,14,3,7
1502,7,21,8,1
1503,6,18,17,3
1504,8,18,2,3
1505,7,11,16,5
1506,16,13,7,8
1507,21,10,2,2
1508,12,2,11,19
1509,21,13,2,10
1510,3,17,17,1
1511,10,9,5,6
1512,10,21,6,2
1513,1,2,9,14
1514,21,4,1,13
1515,13,7,9,4
1516,20,7,2,16
1517,2,12,3,6
1518,14,17,6,6
1519,6,10,7,12
1520,18,10,2,8
1521,20,14,3,7
1522,6,8,5,14
1523,6,17,4,5
1524,14,18,6,2
1525,11,18,10,1
1526,1,18,20,4
1527,22,4,1,2
1528,22,22,1,1
1529,12,12,7,5
1530,6,10,1,8
1531,5,18,8,3
1532,10,16,1,2
1533,5,4,1,8
1534,13,15,8,8
1535,6,4,5,19
1536,14,5,1,9
1537,9,15,10,3
1538,7,15,3,6
1539,12,19,8,1
1540,11,21,8,2
1541,3,19,3,4
1542,0,8,13,14
1543,21,3,2,19
1544,19,16,2,5
1545,22,6,1,6
1546,15,17,2,3
1547,0,19,10,2
1548,5,22,4,1
1549,7,22,5,1
1550,6,15,3,4
1551,12,5,11,16
1552,21,21,1,1
1553,0,20,8,1
1554,3,7,8,2
1555,1,4,18,8
1556,6,9,1,11
1557,3,9,20,13
1558,12,19,3,2
1559,14,3,6,3
1560,1,5,1,12
1561,2,14,11,4
1562,3,16,17,5
1563,21,20,1,2
1564,12,6,4,16
1565,3,12,11,8
1566,0,15,10,8
1567,0,13,17,1
1568,9,0,6,23
1569,12,12,3,5
1570,20,17,1,1
1571,14,18,8,5
1572,3,1,4,4
1573,16,10,5,8
1574,15,18,7,5
1575,4,7,19,9
1576,19,14,1,1
1577,18,22,4,1
1578,4,3,9,8
1579,9,11,6,9
1580,0,3,18,6
1581,18,15,1,7
1582,5,2,13,6
1583,11,18,11,5
1584,5,11,10,10
1585,9,20,10,2
1586,4,7,10,7
1587,12,11,1,1
1588,21,20,1,1
1589,3,9,13,4
1590,17,16,1,4
1591,4,15,9,3
1592,20,17,1,1
1593,3,4,5,6
1594,11,2,3,10
1595,19,7,2,5
1596,0,4,8,5
1597,21,11,2,5
1598,10,13,11,7
1599,0,10,20,7
1600,9,8,8,13
1601,13,22,3,1
1602,9,4,6,5
1603,20,21,1,1
1604,3,21,4,1
1605,2,20,21,1
1606,8,4,5,6
1607,6,9,10,7
1608,0,12,10,5
1609,12,10,1,6
1610,14,9,5,10
1611,15,8,4,6
1612,8,20,13,1
1613,2,0,4,22
1614,4,4,9,11
1615,5,9,10,11
1616,21,2,2,4
1617,12,3,4,4
1618,5,0,11,1
1619,7,1,14,4
1620,13,15,4,8
1621,16,9,3,1
1622,1,6,16,15
1623,9,13,13,3
1624,21,21,2,2
1625,22,10,1,11
1626,17,18,1,1
1627,22,5,1,16
1628,10,1,11,5
1629,1,10,16,10
1630,11,4,3,6
1631,13,16,6,1
1632,9,15,11,4
1633,20,14,1,9
1634,5,13,6,8
1635,17,18,2,2
1636,13,22,5,1
1637,4,13,4,1
1638,4,15,8,3
1639,18,13,3,3
1640,6,22,14,1
1641,20,3,2,8
1642,21,14,1,8
1643,6,19,11,2
1644,8,16,6,4
1645,21,20,2,1
1646,7,2,11,11
1647,17,12,2,1
1648,3,15,12,6
1649,10,6,11,3
1650,20,7,2,8
1651,16,5,1,9
1652,5,21,7,1
1653,14,7,3,12
1654,7,19,5,4
1655,13,12,7,9
1656,15,10,2,8
1657,19,18,3,2
1658,22,1,1,4
1659,4,13,8,1
1660,15,16,8,5
1661,19,13,3,8
1662,11,4,5,5
1663,22,15,1,5
1664,2,13,2,2
1665,15,15,2,4
1666,1,19,11,3
1667,21,11,1,5
1668,20,14,3,5
1669,7,8,3,14
1670,3,10,2,13
1671,2,17,7,1
1672,3,16,18,1
1673,11,22,1,1
1674,12,3,6,18
1675,16,11,4,8
1676,7,3,15,11
1677,2,21,7,2
1678,0,4,8,15
1679,7,5,13,14
1680,6,11,15,2
1681,22,3,1,6
1682,15,10,7,4
1683,8,10,5,13
1684,4,2,8,7
1685,17,20,1,2
1686,11,4,3,18
1687,16,3,2,5
1688,15,2,1,15
1689,14,4,7,10
1690,15,5,8,13
1691,4,5,1,12
1692,15,14,1,1
1693,18,4,2,1
1694,9,18,1,4
1695,17,22,3,1
1696,21,3,2,7
1697,14,19,4,4
1698,7,0,9,3
1699,8,9,11,13
1700,13,7,6,12
1701,11,17,3,6
1702,2,10,19,4
1703,12,4,10,17
1704,4,5,17,18
1705,14,18,1,1
1706,14,21,1,1
1707,1,7,5,13
1708,20,9,1,1
1709,14,0,5,9
1710,7,4,1,10
1711,0,10,3,12
1712,11,7,5,11
1713,15,5,3,13
1714,9,21,6,2
1715,22,6,1,10
1716,16,1,6,21
1717,13,22,4,1
1718,10,7,1,9
1719,6,13,2,5
1720,2,2,9,4
1721,14,4,1,14
1722,22,5,1,14
1723,10,8,7,2
1724,11,2,8,21
1725,4,2,16,18
1726,22,22,1,1
1727,22,1,1,3
1728,19,16,4,4
1729,20,18,3,1
1730,11,17,5,5
1731,19,1,3,9
1732,16,14,5,6
1733,17,19,5,4
1734,12,1,8,21
1735,22,8,1,2
1736,1,0,1,16
1737,10,17,1,6
1738,16,7,3,8
1739,1,12,7,10
1740,9,9,3,8
1741,2,12,15,8
1742,18,21,2,1
1743,10,1,2,21
1744,6,20,16,2
1745,4,10,2,7
1746,6,8,10,10
1747,20,9,1,2
1748,0,20,1,2
1749,9,6,2,1
1750,18,6,3,8
1751,7,9,15,14
1752,18,12,1,4
1753,4,18,7,5
1754,8,7,14,12
1755,4,16,6,7
1756,6,6,5,10
1757,1,20,15,3
1758,18,3,5,16
1759,5,10,10,11
1760,19,15,4,3
1761,18,12,2,11
1762,8,14,10,9
1763,2,22,5,1
1764,22,2,1,10
1765,20,6,2,13
1766,21,5,1,3
1767,0,10,22,2
1768,17,16,6,3
1769,17,21,2,2
1770,14,2,3,4
1771,4,5,14,12
1772,11,6,8,5
1773,9,6,2,1
1774,1,12,21,7
1775,3,14,5,6
1776,11,18,12,1
1777,4,13,4,9
1778,2,6,19,15
1779,7,16,10,2
1780,2,20,21,2
1781,13,10,9,13
1782,22,2,1,12
1783,3,20,9,1
1784,6,20,4,3
1785,21,7,2,13
1786,8,5,14,10
1787,7,2,3,11
1788,8,12,7,6
1789,1,17,14,5
1790,8,4,7,13
1791,11,10,8,10
1792,0,13,23,8
1793,0,1,10,11
1794,21,4,2,12
1795,11,16,2,2
1796,16,0,7,6
1797,16,16,7,3
1798,12,6,7,16
1799,22,15,1,8
1800,17,11,4,1
1801,12,10,7,12
1802,14,3,5,3
1803,15,5,5,18
1804,20,15,2,4
1805,19,7,1,6
1806,6,13,13,3
1807,1,9,16,6
1808,4,13,14,3
1809,14,13,4,6
1810,12,1,3,1
1811,4,6,18,4
1812,22,4,1,12
1813,9,17,1,5
1814,16,4,4,14
1815,1,6,15,16
1816,11,20,11,3
1817,22,8,1,6
1818,5,2,15,19
1819,22,2,1,6
1820,20,6,2,16
1821,17,5,3,17
1822,2,14,19,6
1823,12,5,2,9
1824,3,22,2,1
1825,6,9,3,7
1826,11,0,8,3
1827,10,15,11,5
1828,16,10,7,4
1829,1,14,21,5
1830,22,16,1,1
1831,7,17,13,5
1832,2,4,19,5
1833,9,4,11,5
1834,8,22,1,1
1835,17,9,1,12
1836,11,11,11,1
1837,9,10,8,10
1838,6,19,3,3
1839,6,4,2,10
1840,10,10,11,2
1841,22,17,1,4
1842,2,20,8,3
1843,0,2,12,5
1844,21,21,2,1
1845,14,6,9,11
1846,1,6,3,2
1847,8,14,8,7
1848,6,20,9,1
1849,8,21,1,2
1850,4,15,4,8
1851,3,3,15,7
1852,3,13,11,3
1853,7,14,4,8
1854,19,16,4,6
1855,10,5,4,4
1856,16,15,4,2
1857,14,13,1,7
1858,21,22,1,1
1859,8,7,1,11
1860,14,3,1,1
1861,7,2,8,18
1862,0,12,13,3
1863,11,18,1,3
1864,12,4,6,2
1865,6,13,16,7
1866,4,11,19,3
1867,10,0,4,15
1868,16,2,1,9
1869,16,16,4,4
1870,5,11,7,5
1871,14,17,3,4
1872,17,8,1,8
1873,9,12,3,1
1874,17,1,2,2
1875,13,4,9,17
1876,19,14,4,9
1877,7,12,15,5
1878,17,13,1,3
1879,2,1,11,6
1880,1,12,3,1
1881,22,15,1,8
1882,18,5,5,4
1883,15,16,8,7
1884,21,15,2,5
1885,2,4,13,7
1886,0,22,5,1
1887,11,0,9,18
1888,19,22,3,1
1889,19,13,4,7
1890,20,21,3,1
1891,13,5,3,7
1892,1,3,6,15
1893,21,14,1,4
1894,16,1,4,10
1895,9,0,10,5
1896,18,1,5,11
1897,13,0,4,11
1898,9,17,14,5
1899,8,8,12,7
1900,3,11,7,11
1901,11,14,10,8
1902,12,14,11,7
1903,4,1,3,18
1904,20,12,2,11
1905,8,14,15,1
1906,17,14,4,7
1907,18,5,2,9
1908,13,20,10,1
1909,18,20,3,3
1910,11,3,11,6
1911,10,22,7,1
1912,21,16,1,7
1913,14,12,9,11
1914,13,11,4,2
1915,5,8,13,12
1916,20,9,3,12
1917,12,8,1,15
1918,7,16,12,7
1919,21,12,2,9
1920,13,5,3,17
1921,11,11,1,8
1922,18,7,1,15
1923,1,13,12,4
1924,11,9,4,6
1925,3,3,12,7
1926,2,15,2,7
1927,16,22,7,1
1928,16,15,5,8
1929,2,8,14,13
1930,15,21,7,1
1931,16,8,7,2
1932,6,18,13,4
1933,9,16,13,3
1934,11,15,11,3
1935,6,17,3,6
1936,8,1,12,10
1937,8,13,4,10
1938,9,5,7,2
1939,4,18,3,1
1940,4,7,18,15
1941,18,9,1,4
1942,12,11,11,3
1943,6,19,16,1
1944,3,21,1,1
1945,6,14,9,3
1946,11,6,1,10
1947,3,15,6,4
1948,8,11,14,1
1949,19,21,2,1
1950,3,22,5,1
1951,20,3,2,17
1952,14,1,7,19
1953,15,15,6,7
1954,14,6,7,1
1955,0,20,6,3
1956,5,9,3,13
1957,5,6,18,7
1958,12,4,7,3
1959,10,11,10,5
1960,16,13,4,6
1961,5,7,7,15
1962,7,17,14,5
1963,8,15,11,8
1964,21,9,1,5
1965,0,13,1,5
1966,20,12,3,9
1967,18,15,5,5
1968,2,1,15,1
1969,20,2,3,19
1970,6,17,13,4
1971,22,12,1,7
1972,20,13,1,3
1973,17,14,4,1
1974,12,10,3,6
1975,7,20,15,1
1976,16,5,7,18
1977,12,0,7,23
1978,5,2,10,10
1979,22,4,1,16
1980,13,15,1,4
1981,15,2,5,5
1982,0,12,20,7
1983,12,14,6,3
1984,19,12,3,4
1985,5,7,1,6
1986,19,9,4,9
1987,10,20,9,1
1988,20,0,3,9
1989,1,20,9,1
1990,17,12,5,7
1991,19,18,3,1
1992,11,13,8,6
1993,13,7,9,6
1994,15,12,6,7
1995,11,8,10,5
1996,12,12,8,5
1997,15,4,6,11
1998,7,21,1,1
1999,8,0,1,16
2000,12,5,10,9
2001,3,16,15,5
2002,12,21,9,1
2003,18,16,3,3
2004,9,21,6,1
2005,21,4,1,8
2006,0,11,23,1
2007,21,4,1,18
2008,17,16,6,5
2009,4,4,3,19
2010,10,12,5,11
2011,8,0,1,22
2012,2,15,9,7
2013,16,22,1,1
2014,16,3,5,11
2015,9,6,12,16
2016,15,2,5,4
2017,13,14,8,8
2018,10,9,13,6
2019,18,14,3,3
2020,0,11,10,4
2021,20,1,2,17
2022,17,22,3,1
2023,11,15,2,3
2024,11,8,1,7
2025,8,16,14,5
2026,17,17,6,2
2027,11,3,9,12
2028,1,16,4,5
2029,1,13,12,3
2030,2,20,18,1
2031,4,11,8,8
2032,20,21,3,1
2033,3,6,12,16
2034,1,21,10,2
2035,20,18,3,1
2036,8,15,9,5
2037,7,14,15,5
2038,1,1,21,19
2039,3,7,1,5
2040,20,6,3,12
2041,5,14,3,9
2042,16,2,5,11
2043,5,6,4,17
2044,6,16,13,1
2045,7,21,8,1
2046,9,13,10,10
2047,17,17,5,6
2048,13,4,6,7
2049,10,0,1,1
2050,13,13,8,4
2051,18,9,3,9
2052,17,15,5,4
2053,18,9,2,8
2054,18,15,5,1
2055,14,19,4,4
2056,20,6,2,12
2057,11,5,4,11
2058,11,21,12,2
2059,21,19,2,3
2060,9,18,14,2
2061,12,0,3,2
2062,19,19,2,1
2063,5,12,18,5
2064,7,15,4,7
2065,8,16,13,7
2066,19,1,4,14
2067,22,7,1,13
2068,13,19,1,4
2069,18,0,1,9
2070,22,10,1,8
2071,17,12,3,8
2072,20,4,3,5
2073,13,7,6,4
2074,15,0,7,10
2075,6,6,6,16
2076,18,11,1,5
2077,2,17,20,2
2078,11,6,8,5
2079,16,13,4,4
2080,19,13,3,4
2081,1,19,9,1
2082,10,14,6,8
2083,13,17,6,5
2084,2,1,12,11
2085,3,13,3,3
2086,3,1,7,4
2087,14,17,4,6
2088,6,0,11,4
2089,18,17,3,4
2090,21,8,2,13
2091,3,20,10,3
2092,6,19,3,2
2093,22,5,1,17
2094,11,18,11,1
2095,14,17,8,5
2096,7,9,9,13
2097,11,16,1,4
2098,0,12,10,2
2099,3,22,19,1
2100,2,8,4,5
2101,10,8,4,9
2102,20,5,3,6
2103,19,0,4,4
2104,3,22,16,1
2105,10,11,12,1
2106,20,17,3,6
2107,19,9,4,10
2108,14,19,5,2
2109,0,11,2,10
2110,6,5,5,8
2111,10,5,8,15
2112,12,16,4,5
2113,6,22,5,1
2114,18,17,4,4
2115,0,12,8,9
2116,4,18,5,2
2117,2,0,2,18
2118,17,20,6,1
2119,17,2,6,13
2120,20,6,2,7
2121,13,16,7,2
2122,2,15,7,5
2123,13,8,5,12
2124,2,9,7,8
2125,9,18,14,4
2126,1,13,9,6
2127,11,18,7,4
2128,5,20,3,2
2129,5,17,7,4
2130,8,15,13,2
2131,5,4,11,15
2132,7,2,14,21
2133,13,10,2,13
2134,3,11,10,4
2135,1,17,1,2
2136,7,5,6,18
2137,7,0,13,5
2138,12,13,7,8
2139,14,12,6,4
2140,16,6,1,3
2141,16,21,4,2
2142,6,16,14,7
2143,9,8,8,3
2144,2,11,19,5
2145,16,14,6,7
2146,21,6,2,10
2147,2,10,18,5
2148,7,13,9,2
2149,17,7,5,16
2150,10,9,11,11
2151,9,5,6,6
2152,17,9,1,2
2153,12,5,6,5
2154,8,7,5,4
2155,0,22,14,1
2156,13,3,7,17
2157,7,17,12,4
2158,18,10,3,12
2159,3,16,8,2
2160,10,4,1,12
2161,8,20,8,3
2162,7,2,15,18
2163,4,13,11,5
2164,5,17,2,2
2165,7,18,14,2
2166,9,13,1,5
2167,13,11,5,8
2168,4,12,3,9
2169,7,3,14,14
2170,21,20,2,1
2171,0,10,17,9
2172,13,4,3,12
2173,19,1,1,21
2174,7,18,9,3
2175,7,14,13,5
2176,11,12,9,5
2177,2,2,9,3
2178,18,3,2,14
2179,21,11,2,5
2180,15,5,8,2
2181,13,21,7,2
2182,16,13,4,1
2183,2,13,7,6
2184,18,5,4,18
2185,7,11,1,12
2186,10,7,5,10
2187,1,6,22,6
2188,0,12,9,9
2189,17,6,4,15
2190,5,17,10,5
2191,0,22,6,1
2192,1,21,8,1
2193,17,20,3,1
2194,18,18,2,3
2195,1,4,16,6
2196,3,6,17,3
2197,11,21,9,2
2198,5,2,3,9
2199,1,15,18,6
2200,3,12,5,2
2201,2,17,20,6
2202,9,16,5,4
2203,20,21,1,2
2204,13,11,3,12
2205,1,19,2,4
2206,20,19,1,3
2207,13,21,5,1
2208,1,6,12,9
2209,3,9,5,5
2210,10,5,4,18
2211,2,4,21,8
2212,8,8,9,6
2213,21,20,2,1
2214,15,20,4,3
2215,20,22,3,1
2216,7,13,15,1
2217,8,5,13,14
2218,12,20,11,3
2219,18,2,1,21
2220,20,10,3,5
2221,13,11,1,10
2222,6,20,11,2
2223,8,0,14,12
2224,4,9,6,14
2225,14,21,8,2
2226,2,4,6,12
2227,4,9,19,2
2228,17,0,4,7
2229,5,17,14,1
2230,9,21,7,2
2231,1,14,20,3
2232,20,7,2,3
2233,20,22,2,1
2234,4,5,10,9
2235,22,1,1,6
2236,20,19,1,3
2237,14,16,4,5
2238,7,12,16,10
2239,7,13,5,6
2240,20,6,3,1
2241,3,14,3,8
2242,17,20,1,2
2243,8,13,14,4
2244,16,15,2,6
2245,9,21,6,2
2246,14,21,6,2
2247,11,14,3,2
2248,10,9,4,4
2249,18,9,2,4
2250,21,6,1,9
2251,13,22,2,1
2252,19,21,1,2
2253,10,10,7,8
2254,10,4,13,11
2255,14,14,1,3
2256,0,22,8,1
2257,16,6,4,7
2258,16,5,6,12
2259,20,1,3,13
2260,21,11,1,1
2261,8,15,2,3
2262,1,1,6,6
2263,6,11,1,2
2264,18,13,1,3
2265,21,5,1,5
2266,18,9,1,7
2267,3,12,6,4
2268,2,11,11,6
2269,7,0,13,2
2270,5,18,13,2
2271,17,3,2,6
2272,20,7,3,6
2273,5,9,17,9
2274,15,22,7,1
2275,0,6,15,9
2276,11,4,2,1
2277,13,16,6,1
2278,18,18,4,2
2279,14,19,2,1
2280,12,11,6,4
2281,16,1,4,13
2282,21,18,2,2
2283,12,11,2,4
2284,16,11,7,2
2285,20,10,1,4
2286,19,17,3,3
2287,12,7,8,11
2288,19,3,2,13
2289,17,12,1,8
2290,7,1,15,6
2291,17,7,1,1
2292,1,8,22,8
2293,22,8,1,3
2294,19,4,4,7
2295,12,10,2,3
2296,21,7,1,8
2297,0,2,1,13
2298,14,10,2,1
2299,5,19,6,3
2300,5,10,3,3
2301,1,17,5,6
2302,17,12,6,7
2303,9,22,10,1
2304,0,2,9,17
2305,4,2,13,12
2306,16,11,5,3
2307,11,5,7,7
2308,5,21,4,1
2309,2,15,14,2
2310,22,16,1,2
2311,6,1,16,5
2312,0,17,13,5
2313,6,7,4,16
2314,20,20,1,3
2315,22,11,1,12
2316,3,17,14,6
2317,16,3,5,9
2318,0,9,6,10
2319,2,14,17,8
2320,9,7,1,7
2321,14,12,1,3
2322,19,5,1,1
2323,19,21,4,2
2324,3,15,8,1
2325,15,14,4,4
2326,8,3,3,19
2327,3,17,11,6
2328,21,8,2,4
2329,13,5,4,14
2330,19,10,1,1
2331,8,15,9,6
2332,0,6,22,6
2333,18,10,4,2
2334,2,13,3,7
2335,3,14,19,4
2336,13,3,8,9
2337,20,0,1,4
2338,2,20,15,3
2339,2,19,17,4
2340,1,15,20,6
2341,0,1,23,20
2342,3,13,15,8
2343,1,22,14,1
2344,14,7,1,11
2345,9,2,4,2
2346,12,7,1,8
2347,20,18,1,1
2348,13,10,10,9
2349,0,22,5,1
2350,20,14,1,4
2351,15,15,3,3
2352,16,15,3,4
2353,15,3,7,8
2354,2,15,15,1
2355,16,3,6,10
2356,14,16,8,7
2357,11,20,3,1
2358,1,16,5,6
2359,2,15,18,8
2360,1,15,9,8
2361,21,10,1,8
2362,11,10,2,13
2363,11,18,8,1
2364,1,9,12,11
2365,1,7,1,15
2366,22,16,1,4
2367,13,3,8,20
2368,21,19,2,2
2369,21,9,2,6
2370,15,22,1,1
2371,20,8,1,13
2372,20,8,1,10
2373,8,5,15,14
2374,0,17,10,1
2375,10,16,9,1
2376,11,11,12,3
2377,22,20,1,3
2378,9,8,14,10
2379,9,6,1,14
2380,12,8,3,10
2381,10,6,8,15
2382,0,11,14,5
2383,1,11,2,7
2384,8,3,7,18
2385,14,9,3,9
2386,0,8,6,13
2387,17,12,6,3
2388,16,17,7,3
2389,12,12,5,8
2390,0,13,7,6
2391,22,9,1,14
2392,11,2,6,6
2393,22,9,1,8
2394,11,15,7,5
2395,16,18,6,1
2396,15,11,1,5
2397,20,20,3,1
2398,21,4,1,15
2399,14,12,8,3
2400,4,3,11,2
2401,8,18,12,3
2402,0,2,17,14
2403,14,14,5,5
2404,7,18,4,5
2405,6,7,8,8
2406,5,10,14,3
2407,19,7,1,8
2408,3,21,9,1
2409,16,10,4,12
2410,7,16,4,4
2411,13,15,5,7
2412,5,6,14,4
2413,4,18,11,5
2414,2,12,18,10
2415,7,0,10,6
2416,6,18,9,3
2417,1,16,12,6
2418,16,11,2,9
2419,1,12,3,6
2420,6,12,10,3
2421,18,4,5,5
2422,7,3,16,9
2423,17,13,1,2
2424,7,2,12,15
2425,3,2,2,21
2426,22,9,1,3
2427,15,21,5,2
2428,18,16,4,4
2429,16,10,5,7
2430,9,22,10,1
2431,9,13,3,1
2432,20,22,3,1
2433,9,11,11,8
2434,8,0,7,6
2435,6,22,17,1
2436,12,19,1,2
2437,9,7,12,9
2438,3,1,12,11
2439,2,4,17,3
2440,21,20,1,3
2441,12,18,11,2
2442,2,0,14,19
2443,13,21,3,2
2444,19,15,1,7
2445,16,5,2,17
2446,7,14,13,7
2447,8,5,4,15
2448,3,12,3,7
2449,12,19,4,4
2450,11,8,5,13
2451,0,10,22,11
2452,10,20,11,1
2453,15,3,7,18
2454,15,8,8,2
2455,22,7,1,5
2456,21,0,2,8
2457,15,17,7,1
2458,21,9,1,13
2459,21,10,2,5
2460,13,22,2,1
2461,11,3,5,8
2462,4,6,11,16
2463,13,12,5,9
2464,2,20,5,1
2465,13,21,2,1
2466,20,7,2,2
2467,9,13,3,3
2468,16,0,2,10
2469,21,16,2,5
2470,5,10,14,3
2471,10,17,2,6
2472,12,14,3,7
2473,16,15,1,8
2474,21,6,1,9
2475,10,19,9,1
2476,9,13,12,10
2477,0,18,22,2
2478,13,19,2,3
2479,5,22,11,1
2480,22,9,1,3
2481,16,5,4,15
2482,17,9,3,13
2483,9,1,4,17
2484,14,16,3,4
2485,5,4,7,1
2486,14,13,3,10
2487,6,4,8,16
2488,12,4,2,19
2489,8,11,12,3
2490,22,14,1,4
2491,11,13,12,3
2492,2,21,14,1
2493,21,5,2,15
2494,4,10,7,6
2495,4,20,2,3
2496,6,17,14,6
2497,10,21,8,1
2498,1,12,21,1
2499,8,9,2,5
2500,9,10,7,2
2501,10,0,8,13
2502,9,10,7,11
2503,22,3,1,4
2504,20,11,2,2
2505,7,2,15,6
2506,22,18,1,4
2507,4,8,12,10
2508,1,7,11,8
2509,13,17,2,2
2510,19,9,1,3
2511,11,17,9,2
2512,20,8,2,13
2513,1,13,7,10
2514,3,8,14,7
2515,16,7,1,3
2516,16,5,4,14
2517,10,15,11,5
2518,4,18,15,1
2519,7,13,10,4
2520,15,3,2,17
2521,10,15,13,6
2522,1,12,14,10
2523,7,10,14,9
2524,19,16,4,4
2525,2,6,9,16
2526,1,6,11,5
2527,18,22,1,1
2528,22,16,1,7
2529,1,13,3,7
2530,8,0,15,7
2531,20,1,1,1
2532,7,13,7,2
2533,11,6,12,15
2534,1,17,5,2
2535,2,7,3,2
2536,14,17,7,2
2537,8,10,15,5
2538,4,10,9,1
2539,16,7,4,14
2540,15,12,5,8
2541,18,9,3,4
2542,5,20,5,1
2543,12,2,4,20
2544,8,17,11,1
2545,3,16,6,4
2546,18,7,3,7
2547,14,13,3,4
2548,3,18,5,1
2549,5,6,10,4
2550,11,20,5,2
2551,2,7,9,5
2552,22,3,1,18
2553,21,19,1,2
2554,11,1,4,4
2555,6,12,15,1
2556,5,22,1,1
2557,0,17,17,3
2558,6,19,15,4
2559,20,1,3,17
2560,14,22,3,1
2561,21,14,1,7
2562,10,20,1,1
2563,0,5,3,6
2564,22,2,1,11
2565,15,0,4,13
2566,22,4,1,6
2567,15,15,6,2
2568,9,2,13,9
2569,19,1,1,4
2570,3,14,4,8
2571,19,9,2,11
2572,10,2,4,18
2573,15,9,7,13
2574,17,6,4,5
2575,11,5,9,18
2576,14,5,1,10
2577,13,13,7,5
2578,10,19,6,4
2579,19,19,2,1
2580,22,10,1,9
2581,19,10,3,9
2582,17,14,1,9
2583,3,7,18,6
2584,10,4,10,8
2585,14,5,4,16
2586,14,21,2,1
2587,21,19,1,2
2588,11,21,1,1
2589,4,11,2,3
2590,3,13,17,3
2591,15,20,8,2
2592,14,17,4,4
2593,20,7,1,8
2594,16,3,3,19
2595,4,2,2,2
2596,1,4,7,7
2597,5,5,10,10
2598,13,7,2,3
2599,13,13,10,10
2600,11,16,6,6
2601,18,22,2,1
2602,7,13,14,8
2603,4,14,4,1
2604,6,14,12,1
2605,21,8,2,15
2606,21,9,2,5
2607,2,4,9,8
2608,2,3,16,8
2609,2,12,3,6
2610,1,19,3,4
2611,4,5,6,2
2612,16,15,5,4
2613,7,18,11,5
2614,11,13,8,9
2615,11,18,4,1
2616,0,11,19,12
2617,0,10,11,4
2618,16,6,5,2
2619,20,2,1,3
2620,7,13,14,4
2621,3,10,19,13
2622,16,20,2,1
2623,0,15,16,1
2624,2,2,14,2
2625,3,15,11,1
2626,15,6,8,17
2627,5,14,2,2
2628,13,0,2,7
2629,19,2,2,17
2630,6,14,6,4
2631,18,12,2,2
